date,value,series_id,indicator_name,unit,geography,geo_level,source
2018-01-01,23438.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-01-01,12527.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-01-01,8503.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-01-01,7093.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-01-01,20822.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-01-01,698.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-01-01,147660.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-01-01,2817.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-01-01,27370.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-02-01,8527.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-02-01,148054.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-02-01,7184.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-02-01,2819.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-02-01,707.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-02-01,12551.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-02-01,20861.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-02-01,27447.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-02-01,23494.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-03-01,23523.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-03-01,148280.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-03-01,8538.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-03-01,20908.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-03-01,7194.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-03-01,2826.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-03-01,714.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-03-01,27519.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-03-01,12576.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-04-01,148420.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-04-01,23546.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-04-01,722.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-04-01,8544.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-04-01,27517.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-04-01,7212.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-04-01,20952.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-04-01,12595.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-04-01,2838.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-05-01,27565.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-05-01,23583.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-05-01,2841.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-05-01,148742.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-05-01,12623.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-05-01,8574.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-05-01,726.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-05-01,7274.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-05-01,21011.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-06-01,730.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-06-01,148960.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-06-01,12656.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-06-01,7292.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-06-01,2838.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-06-01,27542.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-06-01,21060.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-06-01,23615.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-06-01,8591.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-07-01,8600.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-07-01,7318.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-07-01,730.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-07-01,23643.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-07-01,149020.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-07-01,12676.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-07-01,27545.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-07-01,21073.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-07-01,2841.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-08-01,7347.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-08-01,27602.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-08-01,2840.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-08-01,12688.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-08-01,23701.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-08-01,21112.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-08-01,737.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-08-01,149277.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-08-01,8610.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-09-01,27577.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-09-01,738.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-09-01,7375.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-09-01,8629.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-09-01,23709.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-09-01,149358.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-09-01,21145.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-09-01,2838.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-09-01,12710.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-10-01,21171.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-10-01,27569.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-10-01,149527.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-10-01,2850.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-10-01,8644.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-10-01,23756.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-10-01,12731.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-10-01,7389.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-10-01,741.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-11-01,23768.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-11-01,12741.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-11-01,21176.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-11-01,734.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-11-01,2850.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-11-01,27638.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-11-01,8651.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-11-01,7386.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2018-11-01,149617.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-12-01,23852.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2018-12-01,149809.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2018-12-01,27580.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2018-12-01,21196.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2018-12-01,2851.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2018-12-01,8661.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2018-12-01,743.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2018-12-01,12761.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2018-12-01,7396.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-01-01,2842.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-01-01,8672.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-01-01,23902.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-01-01,7425.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-01-01,12790.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-01-01,150060.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-01-01,27633.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-01-01,21201.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-01-01,745.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-02-01,12782.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-02-01,21230.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-02-01,7395.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-02-01,2843.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-02-01,27591.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-02-01,743.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-02-01,8685.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-02-01,150067.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-02-01,23923.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-03-01,21258.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-03-01,2849.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-03-01,150295.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-03-01,27592.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-03-01,12788.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-03-01,23988.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-03-01,8705.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-03-01,742.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-03-01,7425.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-04-01,150591.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-04-01,12785.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-04-01,7468.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-04-01,739.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-04-01,27626.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-04-01,8721.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-04-01,21315.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-04-01,24054.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-04-01,2846.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-05-01,2858.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-05-01,12778.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-05-01,24090.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-05-01,21356.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-05-01,27632.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-05-01,7478.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-05-01,150618.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-05-01,8733.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-05-01,738.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-06-01,150838.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-06-01,2875.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-06-01,12787.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-06-01,734.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-06-01,8748.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-06-01,24135.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-06-01,7502.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-06-01,21402.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-06-01,27645.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-07-01,8771.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-07-01,728.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-07-01,2866.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-07-01,150937.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-07-01,12790.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-07-01,27661.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-07-01,7526.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-07-01,24181.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-07-01,21421.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-08-01,12789.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-08-01,151169.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-08-01,27652.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-08-01,719.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-08-01,7530.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-08-01,8785.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-08-01,21455.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-08-01,24246.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-08-01,2865.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-09-01,24288.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-09-01,2871.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-09-01,717.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-09-01,8785.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-09-01,12787.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-09-01,21465.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-09-01,27676.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-09-01,7547.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-09-01,151365.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-10-01,27688.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-10-01,24328.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-10-01,12733.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-10-01,717.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-10-01,7553.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-10-01,21476.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-10-01,8801.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-10-01,2874.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-10-01,151460.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-11-01,151667.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-11-01,12777.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-11-01,21487.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-11-01,27687.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-11-01,705.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-11-01,2885.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-11-01,8813.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-11-01,24391.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2019-11-01,7541.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-12-01,151794.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2019-12-01,21467.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2019-12-01,8822.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2019-12-01,2891.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2019-12-01,27758.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2019-12-01,7527.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2019-12-01,693.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2019-12-01,12760.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2019-12-01,24428.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-01-01,24510.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-01-01,12745.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-01-01,679.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-01-01,7575.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-01-01,27775.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-01-01,2901.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-01-01,152031.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-01-01,8833.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-01-01,21476.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-02-01,27738.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-02-01,8872.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-02-01,7610.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-02-01,21483.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-02-01,684.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-02-01,12743.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-02-01,2910.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-02-01,152293.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-02-01,24573.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-03-01,678.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-03-01,24356.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-03-01,150895.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-03-01,2902.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-03-01,7541.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-03-01,12684.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-03-01,8855.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-03-01,21388.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-03-01,27659.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-04-01,619.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-04-01,130426.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-04-01,2643.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-04-01,11382.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-04-01,8592.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-04-01,24564.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-04-01,6522.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-04-01,19223.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-04-01,21742.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-05-01,24975.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-05-01,2609.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-05-01,133040.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-05-01,22150.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-05-01,7004.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-05-01,595.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-05-01,11610.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-05-01,8607.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-05-01,19410.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-06-01,25963.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-06-01,2622.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-06-01,137671.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-06-01,11950.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-06-01,19768.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-06-01,579.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-06-01,22727.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-06-01,7159.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-06-01,8622.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-07-01,22923.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-07-01,26231.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-07-01,569.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-07-01,8623.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-07-01,11973.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-07-01,2622.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-07-01,139255.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-07-01,7196.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-07-01,19953.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-08-01,140821.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-08-01,8649.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-08-01,11999.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-08-01,23124.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-08-01,20147.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-08-01,2640.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-08-01,26613.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-08-01,561.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-08-01,7226.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-09-01,561.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-09-01,20267.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-09-01,141770.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-09-01,12057.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-09-01,7253.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-09-01,26746.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2020-09-01,23189.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-09-01,2695.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-09-01,8674.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-10-01,2684.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2020-10-01,8691.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2020-10-01,7301.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2020-10-01,12086.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2020-10-01,23278.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2020-10-01,556.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2020-10-01,20455.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2020-10-01,142460.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2020-10-01,26947.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
