date,value,series_id,indicator_name,unit,geography,geo_level,source
2014-01-01,26029.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-01-01,18909.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-01-01,21236.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-01-01,2724.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-01-01,12058.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-01-01,7913.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-01-01,5985.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-01-01,871.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-02-01,2718.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-02-01,12084.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-02-01,137712.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-02-01,7932.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-02-01,18971.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-02-01,875.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-02-01,26004.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-02-01,21252.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-02-01,6007.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-03-01,879.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-03-01,137985.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-03-01,19018.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-03-01,26055.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-03-01,21292.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-03-01,2725.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-03-01,7932.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-03-01,6038.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-03-01,12096.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-04-01,12109.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-04-01,21323.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-04-01,138298.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-04-01,26122.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-04-01,2721.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-04-01,7945.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-04-01,19076.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-04-01,886.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-04-01,6084.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-05-01,888.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-05-01,2717.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-05-01,7952.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-05-01,6109.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-05-01,21375.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-05-01,12120.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-05-01,19117.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-05-01,26165.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-05-01,138513.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-06-01,26238.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-06-01,2722.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-06-01,12146.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-06-01,21424.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-06-01,7965.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-06-01,138849.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-06-01,893.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-06-01,6133.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-06-01,19178.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-07-01,21450.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-07-01,12165.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-07-01,139072.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-07-01,26292.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-07-01,897.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-07-01,2725.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-07-01,19216.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-07-01,7979.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-07-01,6178.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-08-01,6210.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-08-01,19274.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-08-01,899.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-08-01,21501.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-08-01,2733.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-08-01,26316.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-08-01,139269.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-08-01,7994.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-08-01,12182.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-09-01,2734.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-09-01,12201.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-09-01,6242.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-09-01,904.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-09-01,139563.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-09-01,26363.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-09-01,21541.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-09-01,19330.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-09-01,8009.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-10-01,26424.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-10-01,8019.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-10-01,139798.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-10-01,21569.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-10-01,6259.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-10-01,12233.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-10-01,899.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-10-01,2727.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-10-01,19359.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-11-01,12260.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-11-01,899.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-11-01,21626.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-11-01,26475.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-11-01,19415.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-11-01,8035.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-11-01,6272.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2014-11-01,140089.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-11-01,2735.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-12-01,895.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2014-12-01,12266.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2014-12-01,26527.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2014-12-01,19494.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2014-12-01,8042.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2014-12-01,21678.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2014-12-01,140364.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2014-12-01,2737.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2014-12-01,6293.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-01-01,12265.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-01-01,8059.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-01-01,26557.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-01-01,21746.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-01-01,888.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-01-01,140568.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-01-01,19519.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-01-01,6320.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-01-01,2740.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-02-01,875.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-02-01,21787.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-02-01,6361.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-02-01,140827.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-02-01,12275.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-02-01,8070.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-02-01,26599.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-02-01,2741.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-02-01,19563.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-03-01,12286.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-03-01,6334.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-03-01,860.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-03-01,21829.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-03-01,2737.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-03-01,140923.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-03-01,8081.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-03-01,26646.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-03-01,19592.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-04-01,19635.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-04-01,141196.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-04-01,844.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-04-01,6392.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-04-01,2742.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-04-01,12291.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-04-01,8086.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-04-01,21902.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-04-01,26662.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-05-01,19718.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-05-01,2747.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-05-01,21956.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-05-01,8097.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-05-01,26727.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-05-01,6427.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-05-01,823.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-05-01,12306.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-05-01,141538.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-06-01,19768.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-06-01,2748.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-06-01,141709.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-06-01,22011.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-06-01,26764.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-06-01,817.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-06-01,6441.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-06-01,12307.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-06-01,8115.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-07-01,8134.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-07-01,141991.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-07-01,807.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-07-01,22052.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-07-01,2752.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-07-01,19803.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-07-01,6472.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-07-01,26802.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-07-01,12323.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-08-01,6490.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-08-01,8145.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-08-01,794.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-08-01,12318.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-08-01,2751.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-08-01,26822.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-08-01,142125.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-08-01,22088.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-08-01,19835.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-09-01,22140.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-09-01,780.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-09-01,12326.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-09-01,142275.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-09-01,26810.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-09-01,2764.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-09-01,8152.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-09-01,6508.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-09-01,19855.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-10-01,12334.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-10-01,2766.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-10-01,26851.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-10-01,6547.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-10-01,8167.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-10-01,22212.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-10-01,770.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-10-01,19930.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-10-01,142579.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-11-01,142808.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2015-11-01,8182.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-11-01,755.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-11-01,2751.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-11-01,26875.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-11-01,12329.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-11-01,19965.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-11-01,22260.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-11-01,6598.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-12-01,20035.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2015-12-01,22318.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2015-12-01,6630.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2015-12-01,8189.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2015-12-01,2761.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2015-12-01,12333.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2015-12-01,746.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2015-12-01,26909.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2015-12-01,143077.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-01-01,20046.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-01-01,2762.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-01-01,143210.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-01-01,26915.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-01-01,732.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-01-01,6631.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-01-01,8207.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-01-01,22348.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-01-01,12354.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-02-01,143406.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-02-01,710.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-02-01,22401.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-02-01,6640.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-02-01,8209.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-02-01,26978.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-02-01,12337.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-02-01,2775.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-02-01,20058.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-03-01,691.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-03-01,8226.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-03-01,27054.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-03-01,12313.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-03-01,6678.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-03-01,2785.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-03-01,22447.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-03-01,143662.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-03-01,20082.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-04-01,22503.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-04-01,6702.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-04-01,2789.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-04-01,678.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-04-01,8248.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-04-01,27072.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-04-01,20113.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-04-01,12325.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-04-01,143854.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-05-01,22564.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-05-01,6689.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-05-01,2751.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-05-01,667.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-05-01,143900.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-05-01,27089.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-05-01,12303.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-05-01,20120.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-05-01,8265.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-06-01,20162.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-06-01,2801.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-06-01,12321.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-06-01,6701.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-06-01,8282.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-06-01,27107.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-06-01,657.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-06-01,144147.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-06-01,22615.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-07-01,6735.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-07-01,22669.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-07-01,652.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-07-01,27153.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-07-01,12342.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-07-01,8304.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-07-01,144520.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-07-01,20208.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-07-01,2799.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-08-01,12319.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-08-01,20212.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-08-01,8319.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-08-01,2803.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-08-01,144661.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-08-01,27199.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-08-01,22715.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-08-01,6736.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-08-01,647.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-09-01,2817.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-09-01,22779.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-09-01,12317.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-09-01,645.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-09-01,8327.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-09-01,144967.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-09-01,20281.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-09-01,27211.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-09-01,6768.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-10-01,8332.0,CES5500000001,Financial Activities Employment,Thousands,United States,National,BLS CES
2016-10-01,2814.0,CES5000000001,Information Employment,Thousands,United States,National,BLS CES
2016-10-01,145065.0,CES0000000001,Total Nonfarm Employment,Thousands,United States,National,BLS CES
2016-10-01,12316.0,CES3000000001,Manufacturing Employment,Thousands,United States,National,BLS CES
2016-10-01,20303.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
2016-10-01,22827.0,CES6500000001,Education & Health Services Employment,Thousands,United States,National,BLS CES
2016-10-01,27235.0,CES4000000001,"Trade, Transport & Utilities Employment",Thousands,United States,National,BLS CES
2016-10-01,6799.0,CES2000000001,Construction Employment,Thousands,United States,National,BLS CES
2016-10-01,644.0,CES1000000001,Mining & Logging Employment,Thousands,United States,National,BLS CES
2016-11-01,20340.0,CES6000000001,Professional & Business Services Employment,Thousands,United States,National,BLS CES
